id,camo_id,criteria_order,criteria_text,weapon_id
569,44,1,Unlock all Zombies Military Camos,7
570,44,2,With the Cryo Freeze Ammo Mod equipped: get 300 Eliminations,7
571,45,1,Unlock all Zombies Special Camos,7
572,45,2,Get 10 Kills rapidly 15 times,7
573,46,1,Unlock Golden Dragon Camo,7
574,46,2,Unlock Golden Dragon Camo on 6 SMGs,7
575,46,3,Get 20 or more consecutive Kills without taking damage 5 times,7
576,47,1,Unlock Bloodstone Camo,7
577,47,2,Unlock Bloodstone Camo on 30 Weapons,7
578,47,3,Eliminate 10 Elite Zombies,7
579,48,1,Unlock Doomsteel Camo,7
580,48,2,Unlock Doomsteel Camo on 30 Weapons,7
581,73,1,Reach Max Level with the Dravec 45,8
582,73,2,Enter Weapon Prestige 1,8
583,74,1,Reach Max Level with the Dravec 45,8
584,74,2,Enter Weapon Prestige 2,8
585,51,1,Reach Weapon Prestige Master Level 100 with the Dravec 45,8
586,52,1,Reach Weapon Prestige Master Level 150 with the Dravec 45,8
587,53,1,Reach Weapon Prestige Master Level 200 with the Dravec 45,8
588,75,1,Reach Weapon Prestige Master Level 250 with the Dravec 45,8
589,1,1,Get 10 Critical Kills,8
590,2,1,Get 25 Critical Kills,8
591,3,1,Get 50 Critical Kills,8
592,4,1,Get 75 Critical Kills,8
593,5,1,Get 100 Critical Kills,8
594,6,1,Get 125 Critical Kills,8
595,7,1,Get 150 Critical Kills,8
596,8,1,Get 200 Critical Kills,8
597,9,1,Get 250 Critical Kills,8
598,10,1,Unlock all Co-Op Campaign Military Camos,8
599,10,2,Get 50 Kills shortly after sprinting,8
600,11,1,Unlock all Co-Op Campaign Camos,8
601,11,2,With an Extended Magazine Attachment equipped: get 100 Eliminations,8
602,12,1,Unlock all Co-Op Campaign Camos,8
603,12,2,With the Tactical Laser equipped: get 50 Kills in the Tactical Stance,8
604,13,1,Unlock all Co-Op Campaign Special Camos,8
605,13,2,Eliminate 20 Special enemies,8
606,14,1,Unlock Molten Gold Camo,8
607,14,2,Unlock Molten Gold Camo on 6 SMGs,8
608,14,3,In Endgame: eliminate 100 Zone III or Zone IV enemies,8
609,15,1,Unlock Moonstone Camo,8
610,15,2,Unlock Moonstone Camo on 30 Weapons,8
611,15,3,Eliminate 10 Elite enemies,8
612,16,1,Unlock Chroma Flux Camo,8
613,16,2,Unlock Chroma Flux Camo on 30 Weapons,8
614,17,1,Get 5 Headshots,8
615,18,1,Get 10 Headshots,8
616,19,1,Get 20 Headshots,8
617,20,1,Get 30 Headshots,8
618,21,1,Get 40 Headshots,8
619,22,1,Get 50 Headshots,8
620,23,1,Get 60 Headshots,8
621,24,1,Get 70 Headshots,8
622,25,1,Get 80 Headshots,8
623,26,1,Unlock all Multiplayer Military Camos,8
624,26,2,Get 30 Objective Kills,8
625,27,1,Unlock all Multiplayer Military Camos Camos,8
626,27,2,Get 2 Kills without reloading 10 times,8
627,28,1,Unlock all Multiplayer Military Camos,8
628,28,2,Get a Kill while or shortly after sliding,8
629,29,1,Unlock all Multiplayer Special Camos,8
630,29,2,Get 3 Kills without dying 10 times,8
631,30,1,Unlock Shattered Gold Camo,8
632,30,2,Unlock Shattered Gold Camo on 6 SMGs,8
633,30,3,Get 10 Double Kills or better,8
634,31,1,Unlock Arclight Camo,8
635,31,2,Unlock Arclight Camo on 30 Weapons,8
636,31,3,Get 5 Kills without dying,8
637,32,1,Unlock Tempest Camo,8
638,32,2,Unlock Tempest Camo on 30 Weapons,8
639,33,1,Get 100 Critical Kills,8
640,34,1,Get 200 Critical Kills,8
641,35,1,Get 300 Critical Kills,8
642,36,1,Get 400 Critical Kills,8
643,37,1,Get 500 Critical Kills,8
644,38,1,Get 600 Critical Kills,8
645,39,1,Get 700 Critical Kills,8
646,40,1,Get 800 Critical Kills,8
647,41,1,Get 1000 Critical Kills,8
648,42,1,Unlock all Zombies Military Camos,8
649,42,2,With the Brain Rot Ammo Mod equipped: get 300 Eliminations,8
650,43,1,Unlock all Zombies Military Camos Camos,8
651,43,2,Get 5 Critical Kills rapidly 15 times,8
652,44,1,Unlock all Zombies Military Camos,8
653,44,2,Get 100 Kills shortly after using a Field Upgrade,8
654,45,1,Unlock all Zombies Special Camos,8
655,45,2,Get 10 Kills rapidly 15 times,8
656,46,1,Unlock Golden Dragon Camo,8
657,46,2,Unlock Golden Dragon Camo on 6 SMGs,8
658,46,3,Get 20 or more consecutive Kills without taking damage 5 times,8
659,47,1,Unlock Bloodstone Camo,8
660,47,2,Unlock Bloodstone Camo on 30 Weapons,8
661,47,3,Eliminate 10 Elite Zombies,8
662,48,1,Unlock Doomsteel Camo,8
663,48,2,Unlock Doomsteel Camo on 30 Weapons,8
664,76,1,Reach Max Level with the Razor 9mm,10
665,76,2,Enter Weapon Prestige 1,10
666,77,1,Reach Max Level with the Razor 9mm,10
667,77,2,Enter Weapon Prestige 2,10
668,51,1,Reach Weapon Prestige Master Level 100 with the Razor 9mm,10
669,52,1,Reach Weapon Prestige Master Level 150 with the Razor 9mm,10
670,53,1,Reach Weapon Prestige Master Level 200 with the M15 Mod 0,10
671,78,1,Reach Weapon Prestige Master Level 250 with the Razor 9mm,10
672,1,1,Get 10 Critical Kills,10
673,2,1,Get 25 Critical Kills,10
674,3,1,Get 50 Critical Kills,10
675,4,1,Get 75 Critical Kills,10
676,5,1,Get 100 Critical Kills,10
677,6,1,Get 125 Critical Kills,10
678,7,1,Get 150 Critical Kills,10
679,8,1,Get 200 Critical Kills,10
680,9,1,Get 250 Critical Kills,10
681,10,1,Unlock all Co-Op Campaign Military Camos,10
682,10,2,Eliminate 100 Fear enemies,10
683,11,1,Unlock all Co-Op Campaign Camos,10
684,11,2,Get 25 Kills shortly after sliding,10
685,12,1,Unlock all Co-Op Campaign Camos,10
686,12,2,Get 50 Point Blank Kills,10
687,13,1,Unlock all Co-Op Campaign Special Camos,10
688,13,2,Eliminate 20 Special enemies,10
689,14,1,Unlock Molten Gold Camo,10
690,14,2,Unlock Molten Gold Camo on 6 SMGs,10
691,14,3,In Endgame: eliminate 100 Zone III or Zone IV enemies,10
692,15,1,Unlock Moonstone Camo,10
693,15,2,Unlock Moonstone Camo on 30 Weapons,10
694,15,3,Eliminate 10 Elite enemies,10
695,16,1,Unlock Chroma Flux Camo,10
696,16,2,Unlock Chroma Flux Camo on 30 Weapons,10
697,17,1,Get 5 Headshots,10
698,18,1,Get 10 Headshots,10
699,19,1,Get 20 Headshots,10
700,20,1,Get 30 Headshots,10
701,21,1,Get 40 Headshots,10
702,22,1,Get 50 Headshots,10
703,23,1,Get 60 Headshots,10
704,24,1,Get 70 Headshots,10
705,25,1,Get 80 Headshots,10
706,26,1,Unlock all Multiplayer Military Camos,10
707,26,2,Get 30 Hipfire Kills,10
708,27,1,Unlock all Multiplayer Military Camos Camos,10
709,27,2,Get 30 Objective Kills,10
710,28,1,Unlock all Multiplayer Military Camos,10
711,28,2,Get 50 Kills while moving,10
712,29,1,Unlock all Multiplayer Special Camos,10
713,29,2,Get 3 Kills without dying 10 times,10
714,30,1,Unlock Shattered Gold Camo,10
715,30,2,Unlock Shattered Gold Camo on 6 SMGs,10
716,30,3,Get 10 Double Kills or better,10
717,31,1,Unlock Arclight Camo,10
718,31,2,Unlock Arclight Camo on 30 Weapons,10
719,31,3,Get 5 Kills without dying,10
720,32,1,Unlock Tempest Camo,10
721,32,2,Unlock Tempest Camo on 30 Weapons,10
722,33,1,Get 100 Critical Kills,10
723,34,1,Get 200 Critical Kills,10
724,35,1,Get 300 Critical Kills,10
725,36,1,Get 400 Critical Kills,10
726,37,1,Get 500 Critical Kills,10
727,38,1,Get 600 Critical Kills,10
728,39,1,Get 700 Critical Kills,10
729,40,1,Get 800 Critical Kills,10
730,41,1,Get 1000 Critical Kills,10
731,42,1,Unlock all Zombies Military Camos,10
732,42,2,Get 300 Hipfire Kills,10
733,43,1,Unlock all Zombies Military Camos Camos,10
734,43,2,With Tier 2 or higher Armor equipped: get 150 Eliminations,10
735,44,1,Unlock all Zombies Military Camos,10
736,44,2,Get 10 Kills without reloading 15 times,10
737,45,1,Unlock all Zombies Special Camos,10
738,45,2,Get 10 Kills rapidly 15 times,10
739,46,1,Unlock Golden Dragon Camo,10
740,46,2,Unlock Golden Dragon Camo on 6 SMGs,10
741,46,3,Get 20 or more consecutive Kills without taking damage 5 times,10
742,47,1,Unlock Bloodstone Camo,10
743,47,2,Unlock Bloodstone Camo on 30 Weapons,10
744,47,3,Eliminate 10 Elite Zombies,10
745,48,1,Unlock Doomsteel Camo,10
746,48,2,Unlock Doomsteel Camo on 30 Weapons,10
747,82,1,Reach Max Level with the MPC-25,11
748,82,2,Enter Weapon Prestige 1,11
749,83,1,Reach Max Level with the MPC-25,11
750,83,2,Enter Weapon Prestige 2,11
751,51,1,Reach Weapon Prestige Master Level 100 with the MPC-25,11
752,52,1,Reach Weapon Prestige Master Level 150 with the MPC-25,11
753,53,1,Reach Weapon Prestige Master Level 200 with the MPC-25,11
754,84,1,Reach Weapon Prestige Master Level 250 with the MPC-25,11
755,1,1,Get 10 Critical Kills,11
756,2,1,Get 25 Critical Kills,11
757,3,1,Get 50 Critical Kills,11
758,4,1,Get 75 Critical Kills,11
759,5,1,Get 100 Critical Kills,11
760,6,1,Get 125 Critical Kills,11
761,7,1,Get 150 Critical Kills,11
762,8,1,Get 200 Critical Kills,11
763,9,1,Get 250 Critical Kills,11
764,10,1,Unlock all Co-Op Campaign Military Camos,11
765,10,2,With an Extended Magazine Attachment equipped: get 100 Eliminations,11
766,11,1,Unlock all Co-Op Campaign Camos,11
767,11,2,Get 100 Eliminations at Rare Rarity or higher,11
768,12,1,Unlock all Co-Op Campaign Camos,11
769,12,2,Eliminate 50 Guild Tech enemies,11
770,13,1,Unlock all Co-Op Campaign Special Camos,11
771,13,2,Eliminate 20 Special enemies,11
772,14,1,Unlock Molten Gold Camo,11
773,14,2,Unlock Molten Gold Camo on 6 SMGs,11
774,14,3,In Endgame: eliminate 100 Zone III or Zone IV enemies,11
775,15,1,Unlock Moonstone Camo,11
776,15,2,Unlock Moonstone Camo on 30 Weapons,11
777,15,3,Eliminate 10 Elite enemies,11
778,16,1,Unlock Chroma Flux Camo,11
779,16,2,Unlock Chroma Flux Camo on 30 Weapons,11
780,17,1,Get 5 Headshots,11
781,18,1,Get 10 Headshots,11
782,19,1,Get 20 Headshots,11
783,20,1,Get 30 Headshots,11
784,21,1,Get 40 Headshots,11
785,22,1,Get 50 Headshots,11
786,23,1,Get 60 Headshots,11
787,24,1,Get 70 Headshots,11
788,25,1,Get 80 Headshots,11
789,26,1,Unlock all Multiplayer Military Camos,11
790,26,2,With a Suppressor equipped: get 50 Eliminations,11
791,27,1,Unlock all Multiplayer Military Camos,11
792,27,2,Get a Kill shortly after sliding,11
793,28,1,Unlock all Multiplayer Military Camos,11
794,28,2,With Gunfighter Wildcard equipped: get 50 Eliminations while the MPC-25 has 8 Attachments,11
795,29,1,Unlock all Multiplayer Special Camos,11
796,29,2,Get 3 Kills without dying 10 times,11
797,30,1,Unlock Shattered Gold Camo,11
798,30,2,Unlock Shattered Gold Camo on 6 SMGs,11
799,30,3,Get 10 Double Kills or better,11
800,31,1,Unlock Arclight Camo,11
801,31,2,Unlock Arclight Camo on 30 Weapons,11
802,31,3,Get 5 Kills without dying,11
803,32,1,Unlock Tempest Camo,11
804,32,2,Unlock Tempest Camo on 30 Weapons,11
805,33,1,Get 100 Critical Kills,11
806,34,1,Get 200 Critical Kills,11
807,35,1,Get 300 Critical Kills,11
808,36,1,Get 400 Critical Kills,11
809,37,1,Get 500 Critical Kills,11
810,38,1,Get 600 Critical Kills,11
811,39,1,Get 700 Critical Kills,11
812,40,1,Get 800 Critical Kills,11
813,41,1,Get 1000 Critical Kills,11
814,42,1,Unlock all Zombies Military Camos,11
815,42,2,With the Napalm Burst Ammo Mod equipped: get 300 Eliminations,11
816,43,1,Unlock all Zombies Military Camos Camos,11
817,43,2,Get 3 Critical Kills consecutively 5 times,11
818,44,1,Unlock all Zombies Military Camos,11
819,44,2,Get 300 Point Blank Kills,11
820,45,1,Unlock all Zombies Special Camos,11
821,45,2,Get 10 Kills rapidly 15 times,11
822,46,1,Unlock Golden Dragon Camo,11
823,46,2,Unlock Golden Dragon Camo on 6 SMGs,11
824,46,3,Get 20 or more consecutive Kills without taking damage 5 times,11
825,47,1,Unlock Bloodstone Camo,11
826,47,2,Unlock Bloodstone Camo on 30 Weapons,11
827,47,3,Eliminate 10 Elite Zombies,11
828,48,1,Unlock Doomsteel Camo,11
829,48,2,Unlock Doomsteel Camo on 30 Weapons,11
830,79,1,Reach Max Level with the Carbon 57,12
831,79,2,Enter Weapon Prestige 1,12
832,80,1,Reach Max Level with the Carbon 57,12
833,80,2,Enter Weapon Prestige 2,12
834,51,1,Reach Weapon Prestige Master Level 100 with the Carbon 57,12
835,52,1,Reach Weapon Prestige Master Level 150 with the Carbon 57,12
836,53,1,Reach Weapon Prestige Master Level 200 with the Carbon 57,12
837,81,1,Reach Weapon Prestige Master Level 250 with the Carbon 57,12
838,1,1,Get 10 Critical Kills,12
839,2,1,Get 25 Critical Kills,12
840,3,1,Get 50 Critical Kills,12
841,4,1,Get 75 Critical Kills,12
842,5,1,Get 100 Critical Kills,12
843,6,1,Get 125 Critical Kills,12
844,7,1,Get 150 Critical Kills,12
845,8,1,Get 200 Critical Kills,12
846,9,1,Get 250 Critical Kills,12
847,10,1,Unlock all Co-Op Campaign Military Camos,12
848,10,2,Destroy 25 Guild D.A.W.G.s,12
849,11,1,Unlock all Co-Op Campaign Camos,12
850,11,2,Get 50 Hipfire Kills,12
851,12,1,Unlock all Co-Op Campaign Camos,12
852,12,2,Get 3 Kills rapidly,12
853,13,1,Unlock all Co-Op Campaign Special Camos,12
854,13,2,Eliminate 20 Special enemies,12
855,14,1,Unlock Molten Gold Camo,12
856,14,2,Unlock Molten Gold Camo on 6 SMGs,12
857,14,3,In Endgame: eliminate 100 Zone III or Zone IV enemies,12
858,15,1,Unlock Moonstone Camo,12
859,15,2,Unlock Moonstone Camo on 30 Weapons,12
860,15,3,Eliminate 10 Elite enemies,12
861,16,1,Unlock Chroma Flux Camo,12
862,16,2,Unlock Chroma Flux Camo on 30 Weapons,12
863,17,1,Get 5 Headshots,12
864,18,1,Get 10 Headshots,12
865,19,1,Get 20 Headshots,12
866,20,1,Get 30 Headshots,12
867,21,1,Get 40 Headshots,12
868,22,1,Get 50 Headshots,12
869,23,1,Get 60 Headshots,12
870,24,1,Get 70 Headshots,12
871,25,1,Get 80 Headshots,12
872,26,1,Unlock all Multiplayer Military Camos,12
873,26,2,Get 30 Hipfire Kills,12
874,27,1,Unlock all Multiplayer Military Camos Camos,12
875,27,2,Get 2 Kills without reloading 10 times,12
876,28,1,Unlock all Multiplayer Military Camos,12
877,28,2,With Gunfighter equipped: get 50 Eliminations while the Carbon 57 has 8 Attachments,12
878,29,1,Unlock all Multiplayer Special Camos,12
879,29,2,Get 3 Kills without dying 10 times,12
880,30,1,Unlock Shattered Gold Camo,12
881,30,2,Unlock Shattered Gold Camo on 6 SMGs,12
882,30,3,Get 10 Double Kills or better,12
883,31,1,Unlock Arclight Camo,12
884,31,2,Unlock Arclight Camo on 30 Weapons,12
885,31,3,Get 5 Kills without dying 3 times,12
886,32,1,Unlock Tempest Camo,12
887,32,2,Unlock Tempest Camo on 30 Weapons,12
888,33,1,Get 100 Critical Kills,12
889,34,1,Get 200 Critical Kills,12
890,35,1,Get 300 Critical Kills,12
891,36,1,Get 400 Critical Kills,12
892,37,1,Get 500 Critical Kills,12
893,38,1,Get 600 Critical Kills,12
894,39,1,Get 700 Critical Kills,12
895,40,1,Get 800 Critical Kills,12
896,41,1,Get 1000 Critical Kills,12
897,42,1,Unlock all Zombies Military Camos,12
898,42,2,With the Fire Works Ammo Mod equipped: get 300 Kills with Fire Works Procs,12
899,43,1,Unlock all Zombies Military Camos Camos,12
900,43,2,Get 10 Kills without reloading 15 times,12
901,44,1,Unlock all Zombies Military Camos,12
902,44,2,Get 75 Armored Zombie Eliminations,12
903,45,1,Unlock all Zombies Special Camos,12
904,45,2,Get 10 Kills rapidly 15 times,12
905,46,1,Unlock Golden Dragon Camo,12
906,46,2,Unlock Golden Dragon Camo on 6 SMGs,12
907,46,3,Get 20 or more consecutive Kills without taking damage 5 times,12
908,47,1,Unlock Bloodstone Camo,12
909,47,2,Unlock Bloodstone Camo on 30 Weapons,12
910,47,3,Eliminate 10 Elite Zombies,12
911,48,1,Unlock Doomsteel Camo,12
912,48,2,Unlock Doomsteel Camo on 30 Weapons,12
913,85,1,Reach Max Level with the RK-9,9
914,85,2,Enter Weapon Prestige 1,9
915,86,1,Reach Max Level with the RK-9,9
916,86,2,Enter Weapon Prestige 2,9
917,51,1,Reach Weapon Prestige Master Level 100 with the RK-9,9
918,52,1,Reach Weapon Prestige Master Level 150 with the RK-9,9
919,53,1,Reach Weapon Prestige Master Level 200 with the RK-9,9
920,87,1,Reach Weapon Prestige Master Level 250 with the RK-9,9
921,1,1,Get 10 Critical Kills,9
922,2,1,Get 25 Critical Kills,9
923,3,1,Get 50 Critical Kills,9
924,4,1,Get 75 Critical Kills,9
925,5,1,Get 100 Critical Kills,9
926,6,1,Get 125 Critical Kills,9
927,7,1,Get 150 Critical Kills,9
928,8,1,Get 200 Critical Kills,9
929,9,1,Get 250 Critical Kills,9
930,10,1,Unlock all Co-Op Campaign Military Camos,9
931,10,2,With the Tactical Laser equipped: get 50 Kills in the Tactical Stance,9
932,11,1,Unlock all Co-Op Campaign Camos,9
933,11,2,Get 25 Kills shortly after switching weapons,9
934,12,1,Unlock all Co-Op Campaign Camos,9
935,12,2,Get 50 Kills while Aiming Down Sights and moving,9
936,13,1,Unlock all Co-Op Campaign Special Camos,9
937,13,2,Eliminate 20 Special enemies,9
938,14,1,Unlock Molten Gold Camo,9
939,14,2,Unlock Molten Gold Camo on 6 SMGs,9
940,14,3,In Endgame: eliminate 100 Zone III or Zone IV enemies,9
941,15,1,Unlock Moonstone Camo,9
942,15,2,Unlock Moonstone Camo on 30 Weapons,9
943,15,3,Eliminate 10 Elite enemies,9
944,16,1,Unlock Chroma Flux Camo,9
945,16,2,Unlock Chroma Flux Camo on 30 Weapons,9
946,17,1,Get 5 Headshots,9
947,18,1,Get 10 Headshots,9
948,19,1,Get 20 Headshots,9
949,20,1,Get 30 Headshots,9
950,21,1,Get 40 Headshots,9
951,22,1,Get 50 Headshots,9
952,23,1,Get 60 Headshots,9
953,24,1,Get 70 Headshots,9
954,25,1,Get 80 Headshots,9
955,26,1,Unlock all Multiplayer Military Camos,9
956,26,2,Get 50 Kills while moving,9
957,27,1,Unlock all Multiplayer Military Camos Camos,9
958,27,2,Kill 30 enemies affected by your Tactical Equipment,9
959,28,1,Unlock all Multiplayer Military Camos,9
960,28,2,With a Suppressor equipped: Get 50 eliminations,9
961,29,1,Unlock all Multiplayer Special Camos,9
962,29,2,Get 3 Kills without dying 10 times,9
963,30,1,Unlock Shattered Gold Camo,9
964,30,2,Unlock Shattered Gold Camo on 6 SMGs,9
965,30,3,Get 10 Double Kills or better,9
966,31,1,Unlock Arclight Camo,9
967,31,2,Unlock Arclight Camo on 30 Weapons,9
968,31,3,Get 5 Kills without dying 3 times,9
969,32,1,Unlock Tempest Camo,9
970,32,2,Unlock Tempest Camo on 30 Weapons,9
971,33,1,Get 100 Critical Kills,9
972,34,1,Get 200 Critical Kills,9
973,35,1,Get 300 Critical Kills,9
974,36,1,Get 400 Critical Kills,9
975,37,1,Get 500 Critical Kills,9
976,38,1,Get 600 Critical Kills,9
977,39,1,Get 700 Critical Kills,9
978,40,1,Get 800 Critical Kills,9
979,41,1,Get 1000 Critical Kills,9
980,42,1,Unlock all Zombies Military Camos,9
981,42,2,With the Napalm Burst Ammo Mod equipped: get 300 Eliminations,9
982,43,1,Unlock all Zombies Military Camos Camos,9
983,43,2,Get 75 Armored Zombie Eliminations,9
984,44,1,Unlock all Zombies Military Camos,9
985,44,2,Get 3 Critical Kills consecutively 5 times,9
986,45,1,Unlock all Zombies Special Camos,9
987,45,2,Get 10 Kills rapidly 15 times,9
988,46,1,Unlock Golden Dragon Camo,9
989,46,2,Unlock Golden Dragon Camo on 6 SMGs,9
990,46,3,Get 20 or more consecutive Kills without taking damage 5 times,9
991,47,1,Unlock Bloodstone Camo,9
992,47,2,Unlock Bloodstone Camo on 30 Weapons,9
993,47,3,Eliminate 10 Elite Zombies,9
994,48,1,Unlock Doomsteel Camo,9
995,48,2,Unlock Doomsteel Camo on 30 Weapons,9
996,88,1,Reach Max Level with the M10 Breacher,13
997,88,2,Enter Weapon Prestige 1,13
998,89,1,Reach Max Level with the M10 Breacher,13
999,89,2,Enter Weapon Prestige 2,13
1000,51,1,Reach Weapon Prestige Master Level 100 with the M10 Breacher,13
1001,52,1,Reach Weapon Prestige Master Level 150 with the M10 Breacher,13
1002,53,1,Reach Weapon Prestige Master Level 200 with the M10 Breacher,13
1003,90,1,Reach Weapon Prestige Master Level 250 with the M10 Breacher,13
1004,1,1,Get 10 Point Blank Kills,13
1005,2,1,Get 25 Point Blank Kills,13
1006,3,1,Get 50 Point Blank Kills,13
1007,4,1,Get 75 Point Blank Kills,13
1008,5,1,Get 100 Point Blank Kills,13
1009,6,1,Get 125 Point Blank Kills,13
1010,7,1,Get 150 Point Blank Kills,13
1011,8,1,Get 200 Point Blank Kills,13
1012,9,1,Get 250 Point Blank Kills,13
1013,10,1,Unlock all Co-Op Campaign Military Camos,13
1014,10,2,Destroy 25 Guild D.A.W.G.s,13
1015,11,1,Unlock all Co-Op Campaign Camos,13
1016,11,2,Get 25 Kills shortly after sliding,13
1017,12,1,Unlock all Co-Op Campaign Camos,13
1018,12,2,Get 50 Hipfire Kills,13
1019,13,1,Unlock all Co-Op Campaign Special Camos,13
1020,13,2,Eliminate 20 Special enemies,13
1021,14,1,Unlock Molten Gold Camo,13
1022,14,2,Unlock Molten Gold Camo on 3 Shotguns,13
1023,14,3,In Endgame: eliminate 100 Zone III or Zone IV enemies,13
1024,15,1,Unlock Moonstone Camo,13
1025,15,2,Unlock Moonstone Camo on 30 Weapons,13
1026,15,3,Eliminate 10 Elite enemies,13
1027,16,1,Unlock Chroma Flux Camo,13
1028,16,2,Unlock Chroma Flux Camo on 30 Weapons,13
1029,17,1,Get 5 Point Blank Kills,13
1030,18,1,Get 10 Point Blank Kills,13
1031,19,1,Get 20 Point Blank Kills,13
1032,20,1,Get 30 Point Blank Kills,13
1033,21,1,Get 40 Point Blank Kills,13
1034,22,1,Get 50 Point Blank Kills,13
1035,23,1,Get 60 Point Blank Kills,13
1036,24,1,Get 70 Point Blank Kills,13
1037,25,1,Get 80 Point Blank Kills,13
1038,26,1,Unlock all Multiplayer Military Camos,13
1039,26,2,Get a Kill without taking damage 30 times,13
1040,27,1,Unlock all Multiplayer Military Camos Camos,13
1041,27,2,Get 50 Eliminations without any Attachments equipped,13
1042,28,1,Unlock all Multiplayer Military Camos,13
1043,28,2,Get 30 Kills while or shortly after sprinting,13
1044,29,1,Unlock all Multiplayer Special Camos,13
1045,29,2,Get 3 Kills without dying 10 times,13
1046,30,1,Unlock Shattered Gold Camo,13
1047,30,2,Unlock Shattered Gold Camo on 3 Shotguns,13
1048,30,3,Get 10 Double Kills or better,13
1049,31,1,Unlock Arclight Camo,13
1050,31,2,Unlock Arclight Camo on 30 Weapons,13
1051,31,3,Get 5 Kills without dying 3 times,13
1052,32,1,Unlock Tempest Camo,13
1053,32,2,Unlock Tempest Camo on 30 Weapons,13
1054,33,1,Get 100 Point Blank Kills,13
1055,34,1,Get 200 Point Blank Kills,13
1056,35,1,Get 300 Point Blank Kills,13
1057,36,1,Get 400 Point Blank Kills,13
1058,37,1,Get 500 Point Blank Kills,13
1059,38,1,Get 600 Point Blank Kills,13
1060,39,1,Get 700 Point Blank Kills,13
1061,40,1,Get 800 Point Blank Kills,13
1062,41,1,Get 1000 Point Blank Kills,13
1063,42,1,Unlock all Zombies Military Camos,13
1064,42,2,Get 5 Critical Kills rapidly 15 times,13
1065,43,1,Unlock all Zombies Military Camos Camos,13
1066,43,2,With the Brain Rot Ammo Mod equipped: get 300 Eliminations,13
1067,44,1,Unlock all Zombies Military Camos,13
1068,44,2,Get 3 Critical Kills consecutively 5 times,13
1069,45,1,Unlock all Zombies Special Camos,13
1070,45,2,Get 10 Kills rapidly 15 times,13
1071,46,1,Unlock Golden Dragon Camo,13
1072,46,2,Unlock Golden Dragon Camo on 3 Shotguns,13
1073,46,3,Get 20 or more consecutive Kills without taking damage 5 times,13
1074,47,1,Unlock Bloodstone Camo,13
1075,47,2,Unlock Bloodstone Camo on 30 Weapons,13
1076,47,3,Eliminate 10 Elite Zombies,13
1077,48,1,Unlock Doomsteel Camo,13
1078,48,2,Unlock Doomsteel Camo on 30 Weapons,13
1079,91,1,Reach Max Level with the Echo 12,14
1080,91,2,Enter Weapon Prestige 1,14
1081,92,1,Reach Max Level with the Echo 12,14
1082,92,2,Enter Weapon Prestige 2,14
1083,51,1,Reach Weapon Prestige Master Level 100 with the Echo 12,14
1084,52,1,Reach Weapon Prestige Master Level 150 with the Echo 12,14
1085,53,1,Reach Weapon Prestige Master Level 200 with the Echo 12,14
1086,93,1,Reach Weapon Prestige Master Level 250 with the Echo 12,14
1087,1,1,Get 10 Point Blank Kills,14
1088,2,1,Get 25 Point Blank Kills,14
1089,3,1,Get 50 Point Blank Kills,14
1090,4,1,Get 75 Point Blank Kills,14
1091,5,1,Get 100 Point Blank Kills,14
1092,6,1,Get 125 Point Blank Kills,14
1093,7,1,Get 150 Point Blank Kills,14
1094,8,1,Get 200 Point Blank Kills,14
1095,9,1,Get 250 Point Blank Kills,14
1096,10,1,Unlock all Co-Op Campaign Military Camos,14
1097,10,2,Get 150 Hipfire Kills,14
1098,11,1,Unlock all Co-Op Campaign Camos,14
1099,11,2,With a Tactical Laser equipped: get 50 Kills in the Tactical Stance,14
1100,12,1,Unlock all Co-Op Campaign Camos,14
1101,12,2,Eliminate 100 Human (NPC) enemies,14
1102,13,1,Unlock all Co-Op Campaign Special Camos,14
1103,13,2,Eliminate 20 Special enemies,14
1104,14,1,Unlock Molten Gold Camo,14
1105,14,2,Unlock Molten Gold Camo on 3 Shotguns,14
1106,14,3,In Endgame: eliminate 100 Zone III or Zone IV enemies,14
1107,15,1,Unlock Moonstone Camo,14
1108,15,2,Unlock Moonstone Camo on 30 Weapons,14
1109,15,3,Eliminate 10 Elite enemies,14
1110,16,1,Unlock Chroma Flux Camo,14
1111,16,2,Unlock Chroma Flux Camo on 30 Weapons,14
1112,17,1,Get 5 Point Blank Kills,14
1113,18,1,Get 10 Point Blank Kills,14
1114,19,1,Get 20 Point Blank Kills,14
1115,20,1,Get 30 Point Blank Kills,14
1116,21,1,Get 40 Point Blank Kills,14
1117,22,1,Get 50 Point Blank Kills,14
1118,23,1,Get 60 Point Blank Kills,14
1119,24,1,Get 70 Point Blank Kills,14
1120,25,1,Get 80 Point Blank Kills,14
1121,26,1,Unlock all Multiplayer Military Camos,14
1122,26,2,Get 30 Objective Kills,14
1123,27,1,Unlock all Multiplayer Military Camos Camos,14
1124,27,2,Get 10 Kills while or shortly after sprinting,14
1125,28,1,Unlock all Multiplayer Military Camos,14
1126,28,2,Get 50 Eliminations without any Attachments equipped,14
1127,29,1,Unlock all Multiplayer Special Camos,14
1128,29,2,Get 3 Kills without dying 10 times,14
1129,30,1,Unlock Shattered Gold Camo,14
1130,30,2,Unlock Shattered Gold Camo on 3 Shotguns,14
1131,30,3,Get 10 Double Kills or better,14
1132,31,1,Unlock Arclight Camo,14
1133,31,2,Unlock Arclight Camo on 30 Weapons,14
1134,31,3,Get 5 Kills without dying 3 times,14
